value_id,display_value,raw_value,units,source_file,source_columns,analysis_step,figure_table_reference,manuscript_location
B_off_mean_abs_dev,0.08277760338801045,0.08277760338801045,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_rms_dev,0.09465118953858934,0.09465118953858934,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_contiguous,True,True,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_polsby_popper_mean,0.032518463414098815,0.032518463414098815,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_polsby_popper_min,0.01095788735071851,0.01095788735071851,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_n_split_munis,1.0,1.0,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_severed_flow_total,243922.56924311048,243922.56924311048,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_severed_fraction,0.27334241317291086,0.27334241317291086,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_within_district_retention,648447.4307568895,648447.4307568895,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_cross_pref_flow,39733.0,39733.0,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_cross_pref_flow_severed,39733.0,39733.0,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_cross_pref_flow_retained,0.0,0.0,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_total_boundary_m,5424410.763412876,5424410.763412876,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_objective,0.6245294675099053,0.6245294675099053,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
B_off_status,,,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
cost_border_B,0.0,0.0,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
cost_border_A_lo,0.0,0.0,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
cost_border_A_hi,532293.0,532293.0,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
cost_border_A_hi_frac,0.2968196993176347,0.2968196993176347,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
A_on_bound,883334.0,883334.0,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
A_current_max_min_ratio,1.9744058238931521,1.9744058238931521,,outputs/tables/model_results.csv,"objective,best_objective,bound,metrics",aggregate_results,T3,Results §3.2
