model,boundary_on,tau,seed,status,solver,runtime_sec,objective,bound,gap,best_objective,iters,optimality,greedy_repair_moves,max_min_ratio,max_rel_dev,mean_abs_dev,rms_dev,contiguous,polsby_popper_mean,polsby_popper_min,n_split_munis,severed_flow_total,severed_fraction,within_district_retention,cross_pref_flow,cross_pref_flow_severed,cross_pref_flow_retained,total_boundary_m,fut_S1_2025_maxdev,fut_S1_2030_maxdev,fut_S1_2035_maxdev,fut_S1_2040_maxdev,fut_S1_2045_maxdev,fut_S1_2050_maxdev,durability_S1,durability_S2,level,file,reassigned_pop,reassigned_units,reassigned_pop_frac
M2,True,0.2,41.0,FEASIBLE,,300.0433614253998,1793321.0,900019.0,0.4981272176035411,,,,,1.3138311735419057,0.16085088622708588,0.0824203618438752,0.09421930905113261,True,0.03324447705769508,0.011690560105553872,0.0,243932.5,0.2733535416923473,648437.5,39733.0,39733.0,0.0,5355039.8630577745,0.15707119827843674,0.16522837771107035,0.19325148244372325,0.21978752959676773,0.24422825478318422,0.26746395470306195,2040,2040,A,A_M2_on_tau0.2_s41.json,,,
M2,True,0.3,11.0,FEASIBLE,,300.0289216041565,1761477.0,839528.0,0.5233954232726286,,,,,1.6818873943549433,0.25766735300800647,0.13585377625383668,0.1592893380478511,True,0.0334672714419401,0.011690560105553872,0.0,236282.5,0.2647808644396383,656087.5,39733.0,39733.0,0.0,5267733.938904995,0.2967506260577888,0.33066034983172066,0.3636556371702804,0.39531551804550014,0.42455942347268993,0.4518829162177618,2025,2025,A,A_M2_on_tau0.3_s11.json,,,
M3,False,0.15,11.0,UNKNOWN,,300.0276827812195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M3_off_tau0.15_s11.json,,,
M3,False,0.1,11.0,UNKNOWN,,300.04718542099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M3_off_tau0.1_s11.json,,,
M3,False,0.2,11.0,FEASIBLE,,300.02636313438416,1870325.0,1261028.0,0.3257706548327162,,,,,1.3215579758623457,0.15744857387722566,0.08921496574291865,0.10024374768242608,True,0.03206327883880022,0.011690560105553872,0.0,249689.5,0.279804901554288,642680.5,39733.0,39733.0,0.0,5401252.408704229,0.1665872766677643,0.1705179070180668,0.1934675372876673,0.21682561589798022,0.23924894373622863,0.2605695584348813,2040,2040,A,A_M3_off_tau0.2_s11.json,,,
M3,False,0.2,23.0,UNKNOWN,,300.0469672679901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M3_off_tau0.2_s23.json,,,
M3,False,0.2,37.0,UNKNOWN,,300.0467948913574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M3_off_tau0.2_s37.json,,,
M3,False,0.2,41.0,UNKNOWN,,300.0233826637268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M3_off_tau0.2_s41.json,,,
M3,False,0.3,11.0,FEASIBLE,,300.01564383506775,1859128.0,1243124.0,0.33134028426229933,,,,,1.5651837613497959,0.22273108404771214,0.13277839252606377,0.14862605772567355,True,0.03431491936346467,0.011690560105553872,0.0,248087.5,0.27800968208254423,644282.5,39733.0,39733.0,0.0,5361997.757604697,0.22791643372977277,0.23229284726781807,0.23736551192860111,0.24262219816329456,0.2461288750881736,0.25884012385237387,2025,2025,A,A_M3_off_tau0.3_s11.json,,,
M4,False,0.2,11.0,UNKNOWN,,300.0352077484131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M4_off_tau0.2_s11.json,,,
M4,False,0.2,23.0,UNKNOWN,,300.12079548835754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M4_off_tau0.2_s23.json,,,
M4,False,0.2,37.0,FEASIBLE,,300.0237810611725,2248844.0,1339121.0,0.404529171432078,,,,,1.19098120450228,0.09408579859643651,0.06782951934700676,0.0715464069118973,True,0.03364143147429866,0.01024268771147962,0.0,258311.5,0.28946681309322364,634058.5,39733.0,39713.5,19.5,5542601.326651281,0.09894163686350788,0.10237265994002609,0.1069217930016575,0.1113064966933266,0.11695476064081212,0.12635937195909008,beyond 2050,beyond 2050,A,A_M4_off_tau0.2_s37.json,,,
M4,False,0.2,41.0,UNKNOWN,,300.0446197986603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M4_off_tau0.2_s41.json,,,
M4,True,0.2,11.0,FEASIBLE,,300.0448069572449,2168621.0,1013005.0,0.5328805724928423,,,,,1.3138311735419057,0.16085088622708588,0.0824203618438752,0.09421930905113261,True,0.03324447705769508,0.011690560105553872,0.0,243932.5,0.2733535416923473,648437.5,39733.0,39733.0,0.0,5355039.863057774,0.15707119827843674,0.16522837771107035,0.19325148244372325,0.21978752959676773,0.24422825478318422,0.26746395470306195,2040,2040,A,A_M4_on_tau0.2_s11.json,,,
M4,True,0.2,23.0,UNKNOWN,,300.04818081855774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M4_on_tau0.2_s23.json,,,
M4,True,0.2,37.0,UNKNOWN,,300.0315225124359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A_M4_on_tau0.2_s37.json,,,
M4,True,0.2,41.0,FEASIBLE,,300.02448749542236,2168621.0,990673.0,0.5431783608108564,,,,,1.3138311735419057,0.16085088622708588,0.0824203618438752,0.09421930905113261,True,0.03324447705769508,0.011690560105553872,0.0,243932.5,0.2733535416923473,648437.5,39733.0,39733.0,0.0,5355039.8630577745,0.15707119827843674,0.16522837771107035,0.19325148244372325,0.21978752959676773,0.24422825478318422,0.26746395470306195,2040,2040,A,A_M4_on_tau0.2_s41.json,,,
M5,True,0.2,11.0,OPTIMAL,,30.08371663093567,307351.0,307351.0,0.0,,,,,1.34615158629393,0.18809694222782936,0.10949946017111685,0.11838866098272584,True,0.029138767375820076,0.011690560105553872,0.0,246478.5,0.2762066183309614,645891.5,39733.0,39733.0,0.0,5633510.515392332,0.18414063517104595,0.1782314659085349,0.1985824536493579,0.21797817025145916,0.23561001505312218,0.25884012385237387,2040,2040,A,A_M5_on_tau0.2_s11.json,,,
M0,True,0.2,,CURRENT-MAP,none,,,,,,,n/a (statutory map),,1.9744058238931521,0.37066014780179957,0.16759516343828482,0.19458739462659339,True,0.02897465257034027,0.011490815782798843,0.0,233890.5,0.262100361957484,658479.5,39733.0,39733.0,0.0,5670855.194205408,0.3966847655442296,0.4189261153794105,0.43921144567394,0.45775840760719433,0.4759183495378625,0.4942208692583834,2025,2025,B,B_M0_on_tau0.2_s0.json,,,
M1,True,0.2,11.0,,simulated_annealing(heuristic),359.6191351413727,,,,0.32408315168805796,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858934,True,0.03251846341409881,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412877,0.15864437568034329,0.16522837771106968,0.19325148244372148,0.21978752959676862,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M1_on_tau0.2_s11.json,,,
M1,True,0.2,23.0,,simulated_annealing(heuristic),378.00753474235535,,,,3.8062598301255894,120000.0,heuristic-no-bound,176.0,1.4946883154210744,0.19986361690278598,0.13316319127206078,0.14781301688126322,True,0.029516369987834603,0.009259111510313243,11.0,238159.30824864225,0.2668840371691588,654210.6917513578,39733.0,39733.0,0.0,5797465.515611529,0.23109762739304307,0.2587169439029613,0.284509052098756,0.3087817429901305,0.3327579702420477,0.3567481379568824,2025,2025,B,B_M1_on_tau0.2_s23.json,,,
M1,True,0.2,37.0,,simulated_annealing(heuristic),402.4399154186249,,,,3.8062598301255894,120000.0,heuristic-no-bound,176.0,1.4946883154210744,0.19986361690278598,0.13316319127206078,0.14781301688126322,True,0.029516369987834603,0.009259111510313243,11.0,238159.30824864225,0.2668840371691588,654210.6917513578,39733.0,39733.0,0.0,5797465.515611529,0.23109762739304307,0.2587169439029613,0.284509052098756,0.3087817429901305,0.3327579702420477,0.3567481379568824,2025,2025,B,B_M1_on_tau0.2_s37.json,,,
M1,True,0.2,41.0,,simulated_annealing(heuristic),391.3090560436249,,,,0.32408315168805796,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858934,True,0.03251846341409881,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412876,0.15864437568034329,0.16522837771106968,0.19325148244372126,0.21978752959676862,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M1_on_tau0.2_s41.json,,,
M2,True,0.15,11.0,,simulated_annealing(heuristic),372.30687046051025,,,,0.29421792988642403,120000.0,heuristic-no-bound,0.0,1.2621163510405724,0.1264670139041114,0.07477950132765866,0.08606761927844671,True,0.03110747389579665,0.01095788735071851,0.0,245181.0,0.2747526250322176,647189.0,39733.0,39733.0,0.0,5491680.5917248335,0.1362891429709221,0.16522837771106968,0.19325148244372148,0.21978752959676906,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M2_on_tau0.15_s11.json,,,
M2,True,0.1,11.0,,simulated_annealing(heuristic),186.77656149864197,,,,1.4722259356399245,60000.0,heuristic-no-bound,18.0,1.2159076135329474,0.09819107011378869,0.0651645430780721,0.07551965341432273,True,0.030559560387598772,0.01095788735071851,4.0,244026.3353448603,0.2734586946500446,648343.6646551397,39733.0,39733.0,0.0,5490092.758626718,0.12209198882867711,0.15051753892930186,0.17806263684296297,0.20416366364764538,0.23048439056670933,0.25884012385237354,2040,2040,B,B_M2_on_tau0.1_s11.json,,,
M2,True,0.2,11.0,,simulated_annealing(heuristic),370.8719832897186,,,,0.32408315168805796,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858934,True,0.032518463414098815,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412876,0.15864437568034329,0.16522837771106968,0.19325148244372126,0.21978752959676906,0.24422825478318355,0.2674639547030606,2040,2040,B,B_M2_on_tau0.2_s11.json,,,
M2,True,0.2,23.0,,simulated_annealing(heuristic),369.07164669036865,,,,0.32408315168805796,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858934,True,0.03251846341409881,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412876,0.15864437568034329,0.16522837771106968,0.19325148244372148,0.21978752959676906,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M2_on_tau0.2_s23.json,,,
M2,True,0.2,37.0,,simulated_annealing(heuristic),380.89190006256104,,,,3.8062598301255894,120000.0,heuristic-no-bound,176.0,1.4946883154210744,0.19986361690278598,0.13316319127206078,0.14781301688126322,True,0.029516369987834603,0.009259111510313243,11.0,238159.30824864225,0.2668840371691588,654210.6917513578,39733.0,39733.0,0.0,5797465.515611529,0.23109762739304307,0.2587169439029613,0.284509052098756,0.3087817429901305,0.3327579702420477,0.3567481379568824,2025,2025,B,B_M2_on_tau0.2_s37.json,,,
M2,True,0.2,41.0,,simulated_annealing(heuristic),385.15340089797974,,,,0.32408315168805796,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858932,True,0.032518463414098815,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412877,0.15864437568034329,0.16522837771106968,0.19325148244372126,0.21978752959676906,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M2_on_tau0.2_s41.json,,,
M2,True,0.3,11.0,,simulated_annealing(heuristic),353.2611153125763,,,,0.408015056090845,120000.0,heuristic-no-bound,0.0,1.6818873943549433,0.25766735300800647,0.13621101779797193,0.15958543883622772,True,0.033099640655815755,0.01095788735071851,1.0,236271.65816449677,0.2647687149551159,656098.3418355032,39733.0,39733.0,0.0,5361204.57659957,0.29675062605778857,0.3306603498317191,0.3636556371702786,0.39531551804550125,0.4245594234726886,0.4518829162177602,2025,2025,B,B_M2_on_tau0.3_s11.json,,,
M3,False,0.15,11.0,,simulated_annealing(heuristic),371.62683939933777,,,,0.9127144852428519,120000.0,heuristic-no-bound,2.0,1.293328678246196,0.1475482733283613,0.08114872223796324,0.0924863931609534,True,0.03234028427660114,0.01095788735071851,3.0,244093.94266502443,0.2735344561841214,648276.0573349756,39733.0,39733.0,0.0,5424867.330159246,0.14382757735004947,0.1652283777110699,0.19325148244372148,0.21978752959676862,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M3_off_tau0.15_s11.json,,,
M3,False,0.1,11.0,,simulated_annealing(heuristic),367.6406934261322,,,,1.4731663200113372,120000.0,heuristic-no-bound,18.0,1.2173533218021662,0.09926204318614362,0.0651645430780721,0.07563894835161344,True,0.030997625782205267,0.01095788735071851,4.0,244023.83981967546,0.2734558981360595,648346.1601803246,39733.0,39733.0,0.0,5471610.478131383,0.12209198882867711,0.15051753892930186,0.17806263684296297,0.20416366364764538,0.23048439056670933,0.25884012385237354,2040,2040,B,B_M3_off_tau0.1_s11.json,,,
M3,False,0.2,11.0,,simulated_annealing(heuristic),384.5652918815613,,,,0.32868095008546827,120000.0,heuristic-no-bound,0.0,1.3240843269156006,0.15905616082583418,0.08957220728705388,0.10067549833067287,True,0.03181998895219897,0.01095788735071851,1.0,249656.54426192268,0.2797679709783192,642713.4557380773,39733.0,39733.0,0.0,5441465.645084742,0.16816045406967173,0.1720509217300772,0.1934675372876673,0.21682561589797933,0.23924894373622774,0.26056955843488194,2040,2040,B,B_M3_off_tau0.2_s11.json,,,
M3,False,0.2,23.0,,simulated_annealing(heuristic),443.6044282913208,,,,2.60945333258502,120000.0,heuristic-no-bound,160.0,1.4946883154210744,0.19986361690278598,0.14139277382805135,0.15367368526357203,True,0.031115704421230295,0.009259111510313243,7.0,237614.80478140526,0.2662738603733936,654755.1952185947,39733.0,39475.89442671479,257.105573285211,5758718.301823781,0.23109762739304307,0.2587169439029612,0.284509052098756,0.3087817429901305,0.3327579702420477,0.3567481379568824,2025,2025,B,B_M3_off_tau0.2_s23.json,,,
M3,False,0.2,37.0,,simulated_annealing(heuristic),376.3606414794922,,,,2.60945333258502,120000.0,heuristic-no-bound,160.0,1.4946883154210744,0.19986361690278598,0.14139277382805135,0.15367368526357203,True,0.031115704421230295,0.009259111510313243,7.0,237614.80478140526,0.2662738603733936,654755.1952185947,39733.0,39475.89442671479,257.105573285211,5758718.301823781,0.23109762739304307,0.2587169439029612,0.284509052098756,0.3087817429901305,0.3327579702420477,0.3567481379568824,2025,2025,B,B_M3_off_tau0.2_s37.json,,,
M3,False,0.2,41.0,,simulated_annealing(heuristic),376.5077528953552,,,,0.32408315168805796,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858934,True,0.03251846341409881,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412876,0.15864437568034329,0.16522837771106968,0.19325148244372126,0.21978752959676862,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M3_off_tau0.2_s41.json,,,
M3,False,0.3,11.0,,simulated_annealing(heuristic),374.0848722457886,,,,0.3863438642561787,120000.0,heuristic-no-bound,0.0,1.5651837613497959,0.22273108404771214,0.13313563407019902,0.14891760154456776,True,0.03520548213313817,0.01095788735071851,1.0,248054.54426192268,0.2779727515065754,644315.4557380773,39733.0,39733.0,0.0,5393920.837552888,0.22791643372977366,0.23229284726781718,0.23736551192860023,0.24262219816329433,0.24612887508817471,0.2588401238523734,2025,2025,B,B_M3_off_tau0.3_s11.json,,,
M4,False,0.2,11.0,,simulated_annealing(heuristic),381.684757232666,,,,0.4043223380989761,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858934,True,0.03251846341409881,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412877,0.15864437568034329,0.16522837771106968,0.19325148244372148,0.21978752959676862,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M4_off_tau0.2_s11.json,,,
M4,False,0.2,23.0,,simulated_annealing(heuristic),400.87000846862793,,,,2.716477773972085,120000.0,heuristic-no-bound,160.0,1.4946883154210744,0.19986361690278598,0.14139277382805135,0.15367368526357203,True,0.031115704421230295,0.009259111510313243,7.0,237614.80478140526,0.2662738603733936,654755.1952185947,39733.0,39475.89442671479,257.105573285211,5758718.301823781,0.23109762739304307,0.2587169439029612,0.284509052098756,0.3087817429901305,0.3327579702420477,0.3567481379568824,2025,2025,B,B_M4_off_tau0.2_s23.json,,,
M4,False,0.2,37.0,,simulated_annealing(heuristic),374.12391424179077,,,,0.32742776606683344,120000.0,heuristic-no-bound,0.0,1.19098120450228,0.09408579859643651,0.06747227780287153,0.07128591925030846,True,0.03309195647579963,0.009831008190335982,1.0,258301.38702738774,0.28945548038077,634068.6129726123,39733.0,39713.5,19.5,5609585.906937433,0.09894163686350743,0.10237265994002476,0.10692179300165683,0.11130649669332526,0.11695476064081256,0.12635937195908942,beyond 2050,beyond 2050,B,B_M4_off_tau0.2_s37.json,,,
M4,False,0.2,41.0,,simulated_annealing(heuristic),365.4771604537964,,,,0.4043223380989761,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858934,True,0.03251846341409881,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412876,0.15864437568034329,0.16522837771106968,0.19325148244372126,0.21978752959676862,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M4_off_tau0.2_s41.json,,,
M4,True,0.2,11.0,,simulated_annealing(heuristic),374.08419275283813,,,,0.4043223380989761,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858934,True,0.03251846341409881,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412876,0.15864437568034329,0.16522837771106968,0.19325148244372148,0.21978752959676906,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M4_on_tau0.2_s11.json,,,
M4,True,0.2,23.0,,simulated_annealing(heuristic),408.5338788032532,,,,3.913284271512654,120000.0,heuristic-no-bound,176.0,1.4946883154210744,0.19986361690278598,0.13316319127206078,0.14781301688126322,True,0.029516369987834603,0.009259111510313243,11.0,238159.30824864225,0.2668840371691588,654210.6917513578,39733.0,39733.0,0.0,5797465.515611529,0.23109762739304307,0.2587169439029613,0.284509052098756,0.3087817429901305,0.3327579702420477,0.3567481379568824,2025,2025,B,B_M4_on_tau0.2_s23.json,,,
M4,True,0.2,37.0,,simulated_annealing(heuristic),374.74655270576477,,,,3.913284271512654,120000.0,heuristic-no-bound,176.0,1.4946883154210744,0.19986361690278598,0.13316319127206078,0.14781301688126322,True,0.029516369987834603,0.009259111510313243,11.0,238159.30824864225,0.2668840371691588,654210.6917513578,39733.0,39733.0,0.0,5797465.515611529,0.23109762739304307,0.2587169439029613,0.284509052098756,0.3087817429901305,0.3327579702420477,0.3567481379568824,2025,2025,B,B_M4_on_tau0.2_s37.json,,,
M4,True,0.2,41.0,,simulated_annealing(heuristic),375.9457516670227,,,,0.4043223380989761,120000.0,heuristic-no-bound,0.0,1.3163529563784768,0.1624584731756944,0.08277760338801045,0.09465118953858932,True,0.032518463414098815,0.01095788735071851,1.0,243922.56924311048,0.27334241317291086,648447.4307568895,39733.0,39733.0,0.0,5424410.763412877,0.15864437568034329,0.16522837771106968,0.19325148244372126,0.21978752959676906,0.24422825478318333,0.2674639547030606,2040,2040,B,B_M4_on_tau0.2_s41.json,,,
M5,True,0.2,11.0,,simulated_annealing(heuristic),407.59150195121765,,,,118576.0,120000.0,heuristic-no-bound,176.0,1.4946883154210744,0.19986361690278598,0.13316319127206078,0.14781301688126322,True,0.029516369987834603,0.009259111510313243,11.0,238159.30824864225,0.2668840371691588,654210.6917513578,39733.0,39733.0,0.0,5797465.515611529,0.23109762739304307,0.2587169439029613,0.284509052098756,0.3087817429901305,0.3327579702420477,0.3567481379568824,2025,2025,B,B_M5_on_tau0.2_s11.json,118576.0,176.0,0.029705661526914492
