unit_id,district
25201,8
25202,4
25203,1
25204,4
25206,0
25207,0
25208,0
25209,8
25210,0
25211,0
25212,1
25213,4
25214,4
25383,4
25384,0
25425,4
25441,4
25442,4
25443,4
26101,6
26102,3
26103,6
26104,3
26105,3
26106,3
26107,3
26108,6
26109,7
26110,7
26111,5
26201,1
26202,1
26203,1
26204,2
26205,1
26206,5
26207,2
26208,5
26209,5
26210,5
26211,2
26212,1
26213,1
26214,2
26303,5
26322,2
26343,2
26344,2
26364,2
26365,2
26366,2
26367,2
26407,1
26463,1
26465,1
