unit_id,district
252010010,0
252010020,0
252010030,0
252010040,0
252010050,0
252010060,0
252010070,0
252010080,0
252010090,0
252010100,0
252010110,0
252010120,0
252010130,0
252010140,0
252010150,0
252010160,0
252010170,0
252010180,0
25201023001,0
25201023002,0
25201023003,0
25201023004,0
25201023005,0
25201023006,0
25201024001,0
25201024002,0
25201024003,0
252010270,0
252010280,0
25201029001,0
25201029002,0
252010310,0
252010320,0
252010330,0
252010340,0
252010350,0
252010360,0
252010370,0
252010380,0
252010390,0
25201040001,0
25201040002,0
25201042001,0
25201042002,0
25201042003,0
25201042004,0
25201042005,0
25201042006,0
25201048001,0
25201048002,0
25201048003,0
25201051001,0
25201051002,0
25201051003,0
252010541,0
25201054201,0
25201054202,0
25201054203,0
25201054204,0
25201054205,0
25201054206,0
25201054207,0
25201055101,0
25201055102,0
25201055201,0
25201055202,0
25201055203,0
25201055204,0
25201055205,0
25201055206,0
25201061001,0
25201061002,0
25201061003,0
25201064001,0
25201064002,0
25201064003,0
25201067001,0
25201067002,0
25201067003,0
25201067004,0
252010710,0
25201072001,0
25201072002,0
25201072003,0
25201072004,0
25201072005,0
25201072006,0
25201072007,0
25201072008,0
252010800,0
25201081001,0
25201081002,0
25201081003,0
25201081004,0
25201081005,0
25201081006,0
25201087001,0
25201087002,0
25201089001,0
25201089002,0
25201089003,0
25201089004,0
252010930,0
25201094001,0
25201094002,0
25201094003,0
25201097001,0
25201097002,0
25201097003,0
25201097004,0
25201101001,0
25201101002,0
25201103001,0
25201103002,0
25201103003,0
25201103004,0
252011070,0
252011080,0
25201109001,0
25201109002,0
25201109003,0
25201112001,0
25201112002,0
25201114001,0
25201114002,0
25201114003,0
252011170,0
252011180,0
252011190,0
25201120001,0
25201120002,0
25201120003,0
25201120004,0
252011240,0
25201125001,0
25201125002,0
25201127001,0
25201127002,0
252011290,0
252011300,0
252011310,0
252011320,0
252011330,0
252011340,0
252011350,0
252011360,0
25201137001,0
25201137002,0
25201137003,0
252011400,0
252011410,0
252011420,0
252011430,0
252011440,0
25201145001,0
25201145002,0
252011470,0
252011480,0
252011490,0
252011500,0
252011510,0
252011520,0
252011530,0
25201154001,0
25201154002,0
25201154003,0
25201154004,0
25201154005,0
252011560,0
25201157001,0
25201157002,0
25201157003,0
252011600,0
252011610,0
252011620,0
252011650,0
25201166001,0
25201166002,0
252011680,0
252011690,0
252011700,0
25201171001,0
25201171002,0
252011730,0
252011740,0
25201175001,0
25201175002,0
25201177001,0
25201177002,0
25201179001,0
25201179002,0
25201179003,0
25201179004,0
25201183001,0
25201183002,0
25201183003,0
25201183004,0
252011870,0
252011880,0
252011900,0
25201191001,0
25201191002,0
25201191003,0
252011940,0
252011950,0
25201196001,0
25201196002,0
252011980,0
252011990,0
25201201001,0
25201201002,0
25201201003,0
25201201004,0
252012050,0
252012060,0
252012070,0
25201208001,0
25201208002,0
252012100,0
252012110,0
25201212001,0
25201212002,0
252012140,0
252012150,0
25201216001,0
25201216002,0
25201216003,0
252012190,0
252012200,0
252012210,0
252012220,0
252012230,0
252012240,0
252012260,0
252012270,0
25201228001,0
25201228002,0
