unit_id,district
25201,8
25202,6
25203,6
25204,1
25206,1
25207,1
25208,1
25209,8
25210,1
25211,1
25212,6
25213,6
25214,6
25383,6
25384,1
25425,6
25441,6
25442,6
25443,6
26101,5
26102,3
26103,5
26104,3
26105,7
26106,3
26107,3
26108,5
26109,7
26110,7
26111,4
26201,0
26202,0
26203,0
26204,2
26205,0
26206,0
26207,2
26208,4
26209,4
26210,4
26211,2
26212,0
26213,0
26214,2
26303,4
26322,2
26343,2
26344,2
26364,2
26365,2
26366,2
26367,2
26407,0
26463,0
26465,0
