origin,origin_name,dest,dest_name,flow
25201,大津市,01101,札幌市中央区,1.0
25201,大津市,01102,札幌市北区,1.0
25201,大津市,01103,札幌市東区,0.0
25201,大津市,01104,札幌市白石区,0.0
25201,大津市,01105,札幌市豊平区,0.0
25201,大津市,01106,札幌市南区,0.0
25201,大津市,01107,札幌市西区,0.0
25201,大津市,01108,札幌市厚別区,0.0
25201,大津市,01109,札幌市手稲区,0.0
25201,大津市,01110,札幌市清田区,0.0
25201,大津市,01202,函館市,0.0
25201,大津市,01203,小樽市,0.0
25201,大津市,01204,旭川市,0.0
25201,大津市,01205,室蘭市,1.0
25201,大津市,01206,釧路市,0.0
25201,大津市,01207,帯広市,0.0
25201,大津市,01208,北見市,0.0
25201,大津市,01209,夕張市,0.0
25201,大津市,01210,岩見沢市,0.0
25201,大津市,01211,網走市,0.0
25201,大津市,01212,留萌市,0.0
25201,大津市,01213,苫小牧市,0.0
25201,大津市,01214,稚内市,0.0
25201,大津市,01215,美唄市,0.0
25201,大津市,01216,芦別市,0.0
25201,大津市,01217,江別市,0.0
25201,大津市,01218,赤平市,0.0
25201,大津市,01219,紋別市,0.0
25201,大津市,01220,士別市,0.0
25201,大津市,01221,名寄市,0.0
25201,大津市,01222,三笠市,0.0
25201,大津市,01223,根室市,0.0
25201,大津市,01224,千歳市,0.0
25201,大津市,01225,滝川市,0.0
25201,大津市,01226,砂川市,0.0
25201,大津市,01227,歌志内市,0.0
25201,大津市,01228,深川市,0.0
25201,大津市,01229,富良野市,0.0
25201,大津市,01230,登別市,0.0
25201,大津市,01231,恵庭市,0.0
25201,大津市,01233,伊達市,0.0
25201,大津市,01234,北広島市,0.0
25201,大津市,01235,石狩市,0.0
25201,大津市,01236,北斗市,0.0
25201,大津市,01303,当別町,0.0
25201,大津市,01304,新篠津村,0.0
25201,大津市,01331,松前町,0.0
25201,大津市,01332,福島町,0.0
25201,大津市,01333,知内町,0.0
25201,大津市,01334,木古内町,0.0
25201,大津市,01337,七飯町,0.0
25201,大津市,01343,鹿部町,0.0
25201,大津市,01345,森町,0.0
25201,大津市,01346,八雲町,0.0
25201,大津市,01347,長万部町,0.0
25201,大津市,01361,江差町,0.0
25201,大津市,01362,上ノ国町,0.0
25201,大津市,01363,厚沢部町,0.0
25201,大津市,01364,乙部町,0.0
25201,大津市,01367,奥尻町,0.0
25201,大津市,01370,今金町,0.0
25201,大津市,01371,せたな町,0.0
25201,大津市,01391,島牧村,0.0
25201,大津市,01392,寿都町,0.0
25201,大津市,01393,黒松内町,0.0
25201,大津市,01394,蘭越町,0.0
25201,大津市,01395,ニセコ町,0.0
25201,大津市,01396,真狩村,0.0
25201,大津市,01397,留寿都村,0.0
25201,大津市,01398,喜茂別町,0.0
25201,大津市,01399,京極町,0.0
25201,大津市,01401,共和町,0.0
25201,大津市,01402,岩内町,0.0
25201,大津市,01403,泊村,0.0
25201,大津市,01404,神恵内村,0.0
25201,大津市,01405,積丹町,0.0
25201,大津市,01406,古平町,0.0
25201,大津市,01407,仁木町,0.0
25201,大津市,01408,余市町,0.0
25201,大津市,01409,赤井川村,0.0
25201,大津市,01423,南幌町,0.0
25201,大津市,01424,奈井江町,0.0
25201,大津市,01425,上砂川町,0.0
25201,大津市,01427,由仁町,0.0
25201,大津市,01428,長沼町,0.0
25201,大津市,01429,栗山町,0.0
25201,大津市,01430,月形町,0.0
25201,大津市,01431,浦臼町,0.0
25201,大津市,01432,新十津川町,0.0
25201,大津市,01433,妹背牛町,0.0
25201,大津市,01434,秩父別町,0.0
25201,大津市,01436,雨竜町,0.0
25201,大津市,01437,北竜町,0.0
25201,大津市,01438,沼田町,0.0
25201,大津市,01452,鷹栖町,0.0
25201,大津市,01453,東神楽町,0.0
25201,大津市,01454,当麻町,0.0
25201,大津市,01455,比布町,0.0
25201,大津市,01456,愛別町,0.0
25201,大津市,01457,上川町,0.0
25201,大津市,01458,東川町,0.0
25201,大津市,01459,美瑛町,0.0
25201,大津市,01460,上富良野町,0.0
25201,大津市,01461,中富良野町,0.0
25201,大津市,01462,南富良野町,0.0
25201,大津市,01463,占冠村,0.0
25201,大津市,01464,和寒町,0.0
25201,大津市,01465,剣淵町,0.0
25201,大津市,01468,下川町,0.0
25201,大津市,01469,美深町,0.0
25201,大津市,01470,音威子府村,0.0
25201,大津市,01471,中川町,0.0
25201,大津市,01472,幌加内町,0.0
25201,大津市,01481,増毛町,0.0
25201,大津市,01482,小平町,0.0
25201,大津市,01483,苫前町,0.0
25201,大津市,01484,羽幌町,0.0
25201,大津市,01485,初山別村,0.0
25201,大津市,01486,遠別町,0.0
25201,大津市,01487,天塩町,0.0
25201,大津市,01511,猿払村,0.0
25201,大津市,01512,浜頓別町,0.0
25201,大津市,01513,中頓別町,0.0
25201,大津市,01514,枝幸町,0.0
25201,大津市,01516,豊富町,0.0
25201,大津市,01517,礼文町,0.0
25201,大津市,01518,利尻町,0.0
25201,大津市,01519,利尻富士町,0.0
25201,大津市,01520,幌延町,0.0
25201,大津市,01543,美幌町,0.0
25201,大津市,01544,津別町,0.0
25201,大津市,01545,斜里町,0.0
25201,大津市,01546,清里町,0.0
25201,大津市,01547,小清水町,0.0
25201,大津市,01549,訓子府町,0.0
25201,大津市,01550,置戸町,0.0
25201,大津市,01552,佐呂間町,0.0
25201,大津市,01555,遠軽町,0.0
25201,大津市,01559,湧別町,0.0
25201,大津市,01560,滝上町,0.0
25201,大津市,01561,興部町,0.0
25201,大津市,01562,西興部村,0.0
25201,大津市,01563,雄武町,0.0
25201,大津市,01564,大空町,0.0
25201,大津市,01571,豊浦町,0.0
25201,大津市,01575,壮瞥町,0.0
25201,大津市,01578,白老町,0.0
25201,大津市,01581,厚真町,1.0
25201,大津市,01584,洞爺湖町,0.0
25201,大津市,01585,安平町,0.0
25201,大津市,01586,むかわ町,0.0
25201,大津市,01601,日高町,0.0
25201,大津市,01602,平取町,0.0
25201,大津市,01604,新冠町,0.0
25201,大津市,01607,浦河町,0.0
25201,大津市,01608,様似町,0.0
25201,大津市,01609,えりも町,0.0
25201,大津市,01610,新ひだか町,0.0
25201,大津市,01631,音更町,0.0
25201,大津市,01632,士幌町,0.0
25201,大津市,01633,上士幌町,0.0
25201,大津市,01634,鹿追町,0.0
25201,大津市,01635,新得町,0.0
25201,大津市,01636,清水町,0.0
25201,大津市,01637,芽室町,0.0
25201,大津市,01638,中札内村,0.0
25201,大津市,01639,更別村,0.0
25201,大津市,01641,大樹町,0.0
25201,大津市,01642,広尾町,0.0
25201,大津市,01643,幕別町,0.0
25201,大津市,01644,池田町,0.0
25201,大津市,01645,豊頃町,0.0
25201,大津市,01646,本別町,0.0
25201,大津市,01647,足寄町,0.0
25201,大津市,01648,陸別町,0.0
25201,大津市,01649,浦幌町,0.0
25201,大津市,01661,釧路町,0.0
25201,大津市,01662,厚岸町,0.0
25201,大津市,01663,浜中町,0.0
25201,大津市,01664,標茶町,0.0
25201,大津市,01665,弟子屈町,0.0
25201,大津市,01667,鶴居村,0.0
25201,大津市,01668,白糠町,0.0
25201,大津市,01691,別海町,0.0
25201,大津市,01692,中標津町,0.0
25201,大津市,01693,標津町,0.0
25201,大津市,01694,羅臼町,0.0
25201,大津市,02201,青森市,1.0
25201,大津市,02202,弘前市,0.0
25201,大津市,02203,八戸市,0.0
25201,大津市,02204,黒石市,0.0
25201,大津市,02205,五所川原市,0.0
25201,大津市,02206,十和田市,0.0
25201,大津市,02207,三沢市,0.0
25201,大津市,02208,むつ市,0.0
25201,大津市,02209,つがる市,0.0
25201,大津市,02210,平川市,0.0
25201,大津市,02301,平内町,0.0
25201,大津市,02303,今別町,0.0
25201,大津市,02304,蓬田村,0.0
25201,大津市,02307,外ヶ浜町,0.0
25201,大津市,02321,鰺ヶ沢町,0.0
25201,大津市,02323,深浦町,0.0
25201,大津市,02343,西目屋村,0.0
25201,大津市,02361,藤崎町,0.0
25201,大津市,02362,大鰐町,0.0
25201,大津市,02367,田舎館村,0.0
25201,大津市,02381,板柳町,0.0
25201,大津市,02384,鶴田町,0.0
25201,大津市,02387,中泊町,0.0
25201,大津市,02401,野辺地町,0.0
25201,大津市,02402,七戸町,0.0
25201,大津市,02405,六戸町,0.0
25201,大津市,02406,横浜町,0.0
25201,大津市,02408,東北町,0.0
25201,大津市,02411,六ヶ所村,1.0
25201,大津市,02412,おいらせ町,0.0
25201,大津市,02423,大間町,0.0
25201,大津市,02424,東通村,0.0
25201,大津市,02425,風間浦村,0.0
25201,大津市,02426,佐井村,0.0
25201,大津市,02441,三戸町,0.0
25201,大津市,02442,五戸町,0.0
25201,大津市,02443,田子町,0.0
25201,大津市,02445,南部町,0.0
25201,大津市,02446,階上町,0.0
25201,大津市,02450,新郷村,0.0
25201,大津市,03201,盛岡市,0.0
25201,大津市,03202,宮古市,0.0
25201,大津市,03203,大船渡市,0.0
25201,大津市,03205,花巻市,0.0
25201,大津市,03206,北上市,0.0
25201,大津市,03207,久慈市,0.0
25201,大津市,03208,遠野市,0.0
25201,大津市,03209,一関市,0.0
25201,大津市,03210,陸前高田市,0.0
25201,大津市,03211,釜石市,0.0
25201,大津市,03213,二戸市,0.0
25201,大津市,03214,八幡平市,0.0
25201,大津市,03215,奥州市,0.0
25201,大津市,03216,滝沢市,0.0
25201,大津市,03301,雫石町,0.0
25201,大津市,03302,葛巻町,0.0
25201,大津市,03303,岩手町,0.0
25201,大津市,03321,紫波町,0.0
25201,大津市,03322,矢巾町,0.0
25201,大津市,03366,西和賀町,0.0
25201,大津市,03381,金ケ崎町,0.0
25201,大津市,03402,平泉町,0.0
25201,大津市,03441,住田町,0.0
25201,大津市,03461,大槌町,0.0
25201,大津市,03482,山田町,0.0
25201,大津市,03483,岩泉町,0.0
25201,大津市,03484,田野畑村,0.0
25201,大津市,03485,普代村,0.0
25201,大津市,03501,軽米町,0.0
25201,大津市,03503,野田村,0.0
25201,大津市,03506,九戸村,0.0
25201,大津市,03507,洋野町,0.0
25201,大津市,03524,一戸町,0.0
25201,大津市,04101,仙台市青葉区,3.0
25201,大津市,04102,仙台市宮城野区,0.0
25201,大津市,04103,仙台市若林区,0.0
25201,大津市,04104,仙台市太白区,0.0
25201,大津市,04105,仙台市泉区,0.0
25201,大津市,04202,石巻市,2.0
25201,大津市,04203,塩竈市,0.0
25201,大津市,04205,気仙沼市,0.0
25201,大津市,04206,白石市,0.0
25201,大津市,04207,名取市,0.0
25201,大津市,04208,角田市,1.0
25201,大津市,04209,多賀城市,0.0
25201,大津市,04211,岩沼市,0.0
25201,大津市,04212,登米市,1.0
25201,大津市,04213,栗原市,0.0
25201,大津市,04214,東松島市,0.0
25201,大津市,04215,大崎市,1.0
25201,大津市,04216,富谷市,0.0
25201,大津市,04301,蔵王町,0.0
25201,大津市,04302,七ヶ宿町,0.0
25201,大津市,04321,大河原町,0.0
25201,大津市,04322,村田町,0.0
25201,大津市,04323,柴田町,0.0
25201,大津市,04324,川崎町,0.0
25201,大津市,04341,丸森町,0.0
25201,大津市,04361,亘理町,0.0
25201,大津市,04362,山元町,0.0
25201,大津市,04401,松島町,0.0
25201,大津市,04404,七ヶ浜町,0.0
25201,大津市,04406,利府町,0.0
25201,大津市,04421,大和町,0.0
25201,大津市,04422,大郷町,0.0
25201,大津市,04424,大衡村,0.0
25201,大津市,04444,色麻町,0.0
25201,大津市,04445,加美町,0.0
25201,大津市,04501,涌谷町,0.0
25201,大津市,04505,美里町,0.0
25201,大津市,04581,女川町,0.0
25201,大津市,04606,南三陸町,0.0
25201,大津市,05201,秋田市,0.0
25201,大津市,05202,能代市,0.0
25201,大津市,05203,横手市,0.0
25201,大津市,05204,大館市,1.0
25201,大津市,05206,男鹿市,0.0
25201,大津市,05207,湯沢市,0.0
25201,大津市,05209,鹿角市,1.0
25201,大津市,05210,由利本荘市,0.0
25201,大津市,05211,潟上市,0.0
25201,大津市,05212,大仙市,0.0
25201,大津市,05213,北秋田市,0.0
25201,大津市,05214,にかほ市,0.0
25201,大津市,05215,仙北市,0.0
25201,大津市,05303,小坂町,0.0
25201,大津市,05327,上小阿仁村,0.0
25201,大津市,05346,藤里町,0.0
25201,大津市,05348,三種町,0.0
25201,大津市,05349,八峰町,0.0
25201,大津市,05361,五城目町,0.0
25201,大津市,05363,八郎潟町,0.0
25201,大津市,05366,井川町,0.0
25201,大津市,05368,大潟村,0.0
25201,大津市,05434,美郷町,0.0
25201,大津市,05463,羽後町,0.0
25201,大津市,05464,東成瀬村,0.0
25201,大津市,06201,山形市,1.0
25201,大津市,06202,米沢市,1.0
25201,大津市,06203,鶴岡市,1.0
25201,大津市,06204,酒田市,1.0
25201,大津市,06205,新庄市,0.0
25201,大津市,06206,寒河江市,0.0
25201,大津市,06207,上山市,0.0
25201,大津市,06208,村山市,0.0
25201,大津市,06209,長井市,0.0
25201,大津市,06210,天童市,0.0
25201,大津市,06211,東根市,0.0
25201,大津市,06212,尾花沢市,0.0
25201,大津市,06213,南陽市,0.0
25201,大津市,06301,山辺町,0.0
25201,大津市,06302,中山町,0.0
25201,大津市,06321,河北町,0.0
25201,大津市,06322,西川町,0.0
25201,大津市,06323,朝日町,0.0
25201,大津市,06324,大江町,0.0
25201,大津市,06341,大石田町,0.0
25201,大津市,06361,金山町,0.0
25201,大津市,06362,最上町,0.0
25201,大津市,06363,舟形町,0.0
25201,大津市,06364,真室川町,0.0
25201,大津市,06365,大蔵村,0.0
25201,大津市,06366,鮭川村,0.0
25201,大津市,06367,戸沢村,0.0
25201,大津市,06381,高畠町,0.0
25201,大津市,06382,川西町,0.0
25201,大津市,06401,小国町,0.0
25201,大津市,06402,白鷹町,0.0
25201,大津市,06403,飯豊町,0.0
25201,大津市,06426,三川町,0.0
25201,大津市,06428,庄内町,0.0
25201,大津市,06461,遊佐町,0.0
25201,大津市,07201,福島市,1.0
25201,大津市,07202,会津若松市,0.0
25201,大津市,07203,郡山市,0.0
25201,大津市,07204,いわき市,1.0
25201,大津市,07205,白河市,0.0
25201,大津市,07207,須賀川市,0.0
25201,大津市,07208,喜多方市,0.0
25201,大津市,07209,相馬市,1.0
25201,大津市,07210,二本松市,0.0
25201,大津市,07211,田村市,0.0
25201,大津市,07212,南相馬市,0.0
25201,大津市,07213,伊達市,0.0
25201,大津市,07214,本宮市,0.0
25201,大津市,07301,桑折町,0.0
25201,大津市,07303,国見町,0.0
25201,大津市,07308,川俣町,0.0
25201,大津市,07322,大玉村,0.0
25201,大津市,07342,鏡石町,0.0
25201,大津市,07344,天栄村,0.0
25201,大津市,07362,下郷町,0.0
25201,大津市,07364,檜枝岐村,0.0
25201,大津市,07367,只見町,0.0
25201,大津市,07368,南会津町,0.0
25201,大津市,07402,北塩原村,0.0
25201,大津市,07405,西会津町,0.0
25201,大津市,07407,磐梯町,0.0
25201,大津市,07408,猪苗代町,0.0
25201,大津市,07421,会津坂下町,0.0
25201,大津市,07422,湯川村,0.0
25201,大津市,07423,柳津町,0.0
25201,大津市,07444,三島町,0.0
25201,大津市,07445,金山町,0.0
25201,大津市,07446,昭和村,0.0
25201,大津市,07447,会津美里町,0.0
25201,大津市,07461,西郷村,0.0
25201,大津市,07464,泉崎村,0.0
25201,大津市,07465,中島村,0.0
25201,大津市,07466,矢吹町,0.0
25201,大津市,07481,棚倉町,0.0
25201,大津市,07482,矢祭町,0.0
25201,大津市,07483,塙町,0.0
25201,大津市,07484,鮫川村,0.0
25201,大津市,07501,石川町,0.0
25201,大津市,07502,玉川村,0.0
25201,大津市,07503,平田村,0.0
25201,大津市,07504,浅川町,0.0
25201,大津市,07505,古殿町,0.0
25201,大津市,07521,三春町,0.0
25201,大津市,07522,小野町,0.0
25201,大津市,07541,広野町,0.0
25201,大津市,07542,楢葉町,0.0
25201,大津市,07543,富岡町,0.0
25201,大津市,07544,川内村,0.0
25201,大津市,07545,大熊町,0.0
25201,大津市,07546,双葉町,0.0
25201,大津市,07547,浪江町,0.0
25201,大津市,07548,葛尾村,0.0
25201,大津市,07561,新地町,0.0
