origin,origin_name,dest,dest_name,flow
25201,大津市,07564,飯舘村,0.0
25201,大津市,08201,水戸市,0.0
25201,大津市,08202,日立市,0.0
25201,大津市,08203,土浦市,0.0
25201,大津市,08204,古河市,0.0
25201,大津市,08205,石岡市,0.0
25201,大津市,08207,結城市,0.0
25201,大津市,08208,龍ケ崎市,0.0
25201,大津市,08210,下妻市,0.0
25201,大津市,08211,常総市,0.0
25201,大津市,08212,常陸太田市,0.0
25201,大津市,08214,高萩市,1.0
25201,大津市,08215,北茨城市,0.0
25201,大津市,08216,笠間市,0.0
25201,大津市,08217,取手市,0.0
25201,大津市,08219,牛久市,0.0
25201,大津市,08220,つくば市,2.0
25201,大津市,08221,ひたちなか市,1.0
25201,大津市,08222,鹿嶋市,0.0
25201,大津市,08223,潮来市,0.0
25201,大津市,08224,守谷市,0.0
25201,大津市,08225,常陸大宮市,0.0
25201,大津市,08226,那珂市,0.0
25201,大津市,08227,筑西市,0.0
25201,大津市,08228,坂東市,0.0
25201,大津市,08229,稲敷市,0.0
25201,大津市,08230,かすみがうら市,0.0
25201,大津市,08231,桜川市,0.0
25201,大津市,08232,神栖市,0.0
25201,大津市,08233,行方市,0.0
25201,大津市,08234,鉾田市,0.0
25201,大津市,08235,つくばみらい市,0.0
25201,大津市,08236,小美玉市,0.0
25201,大津市,08302,茨城町,0.0
25201,大津市,08309,大洗町,0.0
25201,大津市,08310,城里町,0.0
25201,大津市,08341,東海村,0.0
25201,大津市,08364,大子町,0.0
25201,大津市,08442,美浦村,0.0
25201,大津市,08443,阿見町,0.0
25201,大津市,08447,河内町,0.0
25201,大津市,08521,八千代町,0.0
25201,大津市,08542,五霞町,0.0
25201,大津市,08546,境町,1.0
25201,大津市,08564,利根町,0.0
25201,大津市,09201,宇都宮市,1.0
25201,大津市,09202,足利市,0.0
25201,大津市,09203,栃木市,1.0
25201,大津市,09204,佐野市,1.0
25201,大津市,09205,鹿沼市,0.0
25201,大津市,09206,日光市,1.0
25201,大津市,09208,小山市,1.0
25201,大津市,09209,真岡市,0.0
25201,大津市,09210,大田原市,0.0
25201,大津市,09211,矢板市,0.0
25201,大津市,09213,那須塩原市,1.0
25201,大津市,09214,さくら市,0.0
25201,大津市,09215,那須烏山市,0.0
25201,大津市,09216,下野市,0.0
25201,大津市,09301,上三川町,0.0
25201,大津市,09342,益子町,0.0
25201,大津市,09343,茂木町,0.0
25201,大津市,09344,市貝町,0.0
25201,大津市,09345,芳賀町,0.0
25201,大津市,09361,壬生町,0.0
25201,大津市,09364,野木町,0.0
25201,大津市,09384,塩谷町,0.0
25201,大津市,09386,高根沢町,0.0
25201,大津市,09407,那須町,0.0
25201,大津市,09411,那珂川町,0.0
25201,大津市,10201,前橋市,0.0
25201,大津市,10202,高崎市,0.0
25201,大津市,10203,桐生市,1.0
25201,大津市,10204,伊勢崎市,0.0
25201,大津市,10205,太田市,1.0
25201,大津市,10206,沼田市,0.0
25201,大津市,10207,館林市,0.0
25201,大津市,10208,渋川市,0.0
25201,大津市,10209,藤岡市,0.0
25201,大津市,10210,富岡市,0.0
25201,大津市,10211,安中市,0.0
25201,大津市,10212,みどり市,0.0
25201,大津市,10344,榛東村,0.0
25201,大津市,10345,吉岡町,0.0
25201,大津市,10366,上野村,0.0
25201,大津市,10367,神流町,0.0
25201,大津市,10382,下仁田町,0.0
25201,大津市,10383,南牧村,0.0
25201,大津市,10384,甘楽町,0.0
25201,大津市,10421,中之条町,0.0
25201,大津市,10424,長野原町,0.0
25201,大津市,10425,嬬恋村,0.0
25201,大津市,10426,草津町,0.0
25201,大津市,10428,高山村,0.0
25201,大津市,10429,東吾妻町,0.0
25201,大津市,10443,片品村,0.0
25201,大津市,10444,川場村,0.0
25201,大津市,10448,昭和村,0.0
25201,大津市,10449,みなかみ町,0.0
25201,大津市,10464,玉村町,0.0
25201,大津市,10521,板倉町,0.0
25201,大津市,10522,明和町,0.0
25201,大津市,10523,千代田町,0.0
25201,大津市,10524,大泉町,1.0
25201,大津市,10525,邑楽町,0.0
25201,大津市,11101,さいたま市西区,0.0
25201,大津市,11102,さいたま市北区,0.0
25201,大津市,11103,さいたま市大宮区,1.0
25201,大津市,11104,さいたま市見沼区,0.0
25201,大津市,11105,さいたま市中央区,0.0
25201,大津市,11106,さいたま市桜区,0.0
25201,大津市,11107,さいたま市浦和区,1.0
25201,大津市,11108,さいたま市南区,0.0
25201,大津市,11109,さいたま市緑区,0.0
25201,大津市,11110,さいたま市岩槻区,0.0
25201,大津市,11201,川越市,2.0
25201,大津市,11202,熊谷市,2.0
25201,大津市,11203,川口市,1.0
25201,大津市,11206,行田市,0.0
25201,大津市,11207,秩父市,0.0
25201,大津市,11208,所沢市,0.0
25201,大津市,11209,飯能市,0.0
25201,大津市,11210,加須市,0.0
25201,大津市,11211,本庄市,0.0
25201,大津市,11212,東松山市,0.0
25201,大津市,11214,春日部市,0.0
25201,大津市,11215,狭山市,0.0
25201,大津市,11216,羽生市,0.0
25201,大津市,11217,鴻巣市,1.0
25201,大津市,11218,深谷市,0.0
25201,大津市,11219,上尾市,0.0
25201,大津市,11221,草加市,0.0
25201,大津市,11222,越谷市,0.0
25201,大津市,11223,蕨市,0.0
25201,大津市,11224,戸田市,1.0
25201,大津市,11225,入間市,0.0
25201,大津市,11227,朝霞市,1.0
25201,大津市,11228,志木市,0.0
25201,大津市,11229,和光市,0.0
25201,大津市,11230,新座市,0.0
25201,大津市,11231,桶川市,0.0
25201,大津市,11232,久喜市,1.0
25201,大津市,11233,北本市,0.0
25201,大津市,11234,八潮市,0.0
25201,大津市,11235,富士見市,0.0
25201,大津市,11237,三郷市,0.0
25201,大津市,11238,蓮田市,0.0
25201,大津市,11239,坂戸市,0.0
25201,大津市,11240,幸手市,0.0
25201,大津市,11241,鶴ヶ島市,2.0
25201,大津市,11242,日高市,0.0
25201,大津市,11243,吉川市,0.0
25201,大津市,11245,ふじみ野市,1.0
25201,大津市,11246,白岡市,0.0
25201,大津市,11301,伊奈町,0.0
25201,大津市,11324,三芳町,0.0
25201,大津市,11326,毛呂山町,0.0
25201,大津市,11327,越生町,0.0
25201,大津市,11341,滑川町,0.0
25201,大津市,11342,嵐山町,0.0
25201,大津市,11343,小川町,0.0
25201,大津市,11346,川島町,0.0
25201,大津市,11347,吉見町,0.0
25201,大津市,11348,鳩山町,0.0
25201,大津市,11349,ときがわ町,0.0
25201,大津市,11361,横瀬町,0.0
25201,大津市,11362,皆野町,0.0
25201,大津市,11363,長瀞町,0.0
25201,大津市,11365,小鹿野町,0.0
25201,大津市,11369,東秩父村,0.0
25201,大津市,11381,美里町,0.0
25201,大津市,11383,神川町,0.0
25201,大津市,11385,上里町,0.0
25201,大津市,11408,寄居町,1.0
25201,大津市,11442,宮代町,0.0
25201,大津市,11464,杉戸町,0.0
25201,大津市,11465,松伏町,0.0
25201,大津市,12101,千葉市中央区,0.0
25201,大津市,12102,千葉市花見川区,0.0
25201,大津市,12103,千葉市稲毛区,0.0
25201,大津市,12104,千葉市若葉区,0.0
25201,大津市,12105,千葉市緑区,0.0
25201,大津市,12106,千葉市美浜区,0.0
25201,大津市,12202,銚子市,0.0
25201,大津市,12203,市川市,1.0
25201,大津市,12204,船橋市,0.0
25201,大津市,12205,館山市,0.0
25201,大津市,12206,木更津市,0.0
25201,大津市,12207,松戸市,0.0
25201,大津市,12208,野田市,1.0
25201,大津市,12210,茂原市,0.0
25201,大津市,12211,成田市,1.0
25201,大津市,12212,佐倉市,0.0
25201,大津市,12213,東金市,0.0
25201,大津市,12215,旭市,0.0
25201,大津市,12216,習志野市,1.0
25201,大津市,12217,柏市,0.0
25201,大津市,12218,勝浦市,1.0
25201,大津市,12219,市原市,0.0
25201,大津市,12220,流山市,1.0
25201,大津市,12221,八千代市,0.0
25201,大津市,12222,我孫子市,0.0
25201,大津市,12223,鴨川市,0.0
25201,大津市,12224,鎌ケ谷市,0.0
25201,大津市,12225,君津市,0.0
25201,大津市,12226,富津市,0.0
25201,大津市,12227,浦安市,0.0
25201,大津市,12228,四街道市,0.0
25201,大津市,12229,袖ケ浦市,0.0
25201,大津市,12230,八街市,0.0
25201,大津市,12231,印西市,0.0
25201,大津市,12232,白井市,0.0
25201,大津市,12233,富里市,0.0
25201,大津市,12234,南房総市,0.0
25201,大津市,12235,匝瑳市,0.0
25201,大津市,12236,香取市,0.0
25201,大津市,12237,山武市,0.0
25201,大津市,12238,いすみ市,0.0
25201,大津市,12239,大網白里市,0.0
25201,大津市,12322,酒々井町,0.0
25201,大津市,12329,栄町,0.0
25201,大津市,12342,神崎町,0.0
25201,大津市,12347,多古町,0.0
25201,大津市,12349,東庄町,0.0
25201,大津市,12403,九十九里町,0.0
25201,大津市,12409,芝山町,0.0
25201,大津市,12410,横芝光町,0.0
25201,大津市,12421,一宮町,0.0
25201,大津市,12422,睦沢町,0.0
25201,大津市,12423,長生村,0.0
25201,大津市,12424,白子町,0.0
25201,大津市,12426,長柄町,0.0
25201,大津市,12427,長南町,0.0
25201,大津市,12441,大多喜町,0.0
25201,大津市,12443,御宿町,0.0
25201,大津市,12463,鋸南町,0.0
25201,大津市,13101,千代田区,29.0
25201,大津市,13102,中央区,31.0
25201,大津市,13103,港区,24.0
25201,大津市,13104,新宿区,14.0
25201,大津市,13105,文京区,6.0
25201,大津市,13106,台東区,3.0
25201,大津市,13107,墨田区,5.0
25201,大津市,13108,江東区,10.0
25201,大津市,13109,品川区,15.0
25201,大津市,13110,目黒区,3.0
25201,大津市,13111,大田区,5.0
25201,大津市,13112,世田谷区,5.0
25201,大津市,13113,渋谷区,9.0
25201,大津市,13114,中野区,2.0
25201,大津市,13115,杉並区,2.0
25201,大津市,13116,豊島区,2.0
25201,大津市,13117,北区,0.0
25201,大津市,13118,荒川区,0.0
25201,大津市,13119,板橋区,0.0
25201,大津市,13120,練馬区,1.0
25201,大津市,13121,足立区,1.0
25201,大津市,13122,葛飾区,0.0
25201,大津市,13123,江戸川区,0.0
25201,大津市,13201,八王子市,4.0
25201,大津市,13202,立川市,1.0
25201,大津市,13203,武蔵野市,1.0
25201,大津市,13204,三鷹市,0.0
25201,大津市,13205,青梅市,0.0
25201,大津市,13206,府中市,0.0
25201,大津市,13207,昭島市,1.0
25201,大津市,13208,調布市,2.0
25201,大津市,13209,町田市,1.0
25201,大津市,13210,小金井市,0.0
25201,大津市,13211,小平市,1.0
25201,大津市,13212,日野市,0.0
25201,大津市,13213,東村山市,0.0
25201,大津市,13214,国分寺市,0.0
25201,大津市,13215,国立市,0.0
25201,大津市,13218,福生市,0.0
25201,大津市,13219,狛江市,0.0
25201,大津市,13220,東大和市,0.0
25201,大津市,13221,清瀬市,0.0
25201,大津市,13222,東久留米市,0.0
25201,大津市,13223,武蔵村山市,0.0
25201,大津市,13224,多摩市,0.0
25201,大津市,13225,稲城市,0.0
25201,大津市,13227,羽村市,0.0
25201,大津市,13228,あきる野市,0.0
25201,大津市,13229,西東京市,0.0
25201,大津市,13303,瑞穂町,0.0
25201,大津市,13305,日の出町,0.0
25201,大津市,13307,檜原村,0.0
25201,大津市,13308,奥多摩町,0.0
25201,大津市,13361,大島町,0.0
25201,大津市,13362,利島村,0.0
25201,大津市,13363,新島村,0.0
25201,大津市,13364,神津島村,0.0
25201,大津市,13381,三宅村,0.0
25201,大津市,13382,御蔵島村,0.0
25201,大津市,13401,八丈町,0.0
25201,大津市,13402,青ヶ島村,0.0
25201,大津市,13421,小笠原村,0.0
25201,大津市,14101,横浜市鶴見区,0.0
25201,大津市,14102,横浜市神奈川区,0.0
25201,大津市,14103,横浜市西区,4.0
25201,大津市,14104,横浜市中区,2.0
25201,大津市,14105,横浜市南区,0.0
25201,大津市,14106,横浜市保土ケ谷区,0.0
25201,大津市,14107,横浜市磯子区,0.0
