25211,957.0,144.5,18.0,582.0,1392.5,820.5,1693.0,3970.5,938.5,15895.0,14.0,809.5,13.0,367.0,907.0,38.0,9.5,5.0,7.5,42.5,22.5,43.5,70.5,25.0,80.0,53.0,47.5,60.5,84.0,14.5,1.0,0.5,3.0,33.5,0.0,3.5,8.5,7.0,17.0,4.5,8.0,0.0,4.0,2.5,5.0,7.0,1.0,1.5,0.0,0.5,2.0,0.5,0.0,0.0,0.0
25212,1499.0,33.0,299.5,18.0,105.0,127.0,47.0,10.0,31.5,14.0,19128.0,21.5,15.5,2.5,2.5,2.0,0.0,0.0,2.0,45.0,33.0,48.5,92.0,27.5,115.5,60.5,41.0,51.0,81.0,15.0,1.5,7.0,0.5,18.5,1.0,2.5,5.0,5.5,6.0,1.0,7.0,0.0,2.5,0.5,1.0,4.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
25213,835.5,3390.5,371.0,4715.5,629.0,575.5,457.5,1238.0,896.5,809.5,21.5,37066.0,209.0,2016.5,1147.0,1938.0,334.0,268.0,272.5,73.0,40.5,60.5,102.5,34.0,125.5,73.5,73.0,82.0,90.0,14.5,1.0,1.5,2.5,31.5,0.5,7.0,5.5,12.5,32.5,3.0,19.0,0.5,7.0,3.0,2.5,6.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
25214,208.5,2240.0,4884.5,147.0,134.5,66.0,45.0,18.0,70.0,13.0,15.5,209.0,10197.0,10.5,10.5,83.0,29.0,31.5,88.5,22.5,12.0,12.0,25.0,7.0,34.0,18.0,12.5,24.0,31.5,3.5,0.0,1.0,0.0,3.0,0.0,1.0,1.0,6.0,3.5,0.5,3.5,0.0,0.5,2.5,1.0,1.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25383,115.5,176.5,19.5,554.0,101.5,92.5,95.5,1374.5,122.5,367.0,2.5,2016.5,10.5,5445.0,244.5,122.0,16.5,13.0,15.5,11.0,6.0,10.0,7.5,4.5,13.0,4.0,7.5,14.0,13.5,2.0,0.0,0.0,0.0,6.0,0.0,3.0,1.5,0.0,3.0,0.5,4.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
25384,218.0,174.0,20.5,1350.5,215.5,326.0,232.0,496.5,719.5,907.0,2.5,1147.0,10.5,244.5,3414.0,77.0,14.0,6.0,8.0,8.5,8.0,10.5,10.5,6.5,15.5,15.0,12.0,21.5,23.0,3.5,0.0,0.5,2.0,6.5,0.0,1.0,0.5,5.5,10.0,2.5,3.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
25425,111.5,1681.5,107.5,520.5,83.0,73.5,57.0,59.5,102.0,38.0,2.0,1938.0,83.0,122.0,77.0,4788.0,333.5,192.5,151.0,16.0,4.0,11.0,14.0,8.5,16.0,19.0,10.0,13.0,16.5,4.0,0.0,0.5,0.0,5.0,0.0,2.0,0.5,2.5,3.5,2.0,3.5,0.0,2.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
25441,30.5,817.5,42.0,118.0,19.5,11.5,13.5,6.0,26.5,9.5,0.0,334.0,29.0,16.5,14.0,333.5,1296.0,110.5,95.5,4.0,0.5,2.5,2.5,4.0,6.5,2.5,3.0,4.5,3.5,2.0,0.0,0.0,0.0,2.5,0.0,0.0,3.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25442,31.0,886.5,56.5,76.0,21.0,11.5,15.5,14.5,20.0,5.0,0.0,268.0,31.5,13.0,6.0,192.5,110.5,1034.0,146.0,2.5,4.0,2.5,3.0,2.0,3.5,6.5,2.5,2.5,4.0,0.5,0.0,0.0,0.0,3.5,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25443,32.5,1590.5,127.0,67.5,24.0,16.5,15.5,11.0,13.5,7.5,2.0,272.5,88.5,15.5,8.0,151.0,95.5,146.0,1587.0,4.0,1.5,2.0,2.5,2.5,9.0,2.0,3.0,9.0,5.5,0.5,0.0,1.0,0.0,3.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
26101,844.5,76.5,59.0,69.5,266.0,125.5,96.5,64.5,72.0,42.5,45.0,73.0,22.5,11.0,8.5,16.0,4.0,2.5,4.0,23684.0,3230.0,4090.0,3099.5,504.5,1804.5,1089.5,2686.5,1264.5,727.5,837.0,17.5,15.0,9.5,592.5,2.5,329.0,180.0,299.5,421.5,144.0,208.5,5.5,109.5,93.0,58.5,96.0,10.5,18.0,0.0,1.5,70.5,0.5,11.0,0.5,6.5
26102,927.0,66.5,28.0,61.0,271.0,106.0,79.0,35.0,55.0,22.5,33.0,40.5,12.0,6.0,8.0,4.0,0.5,4.0,1.5,3230.0,15854.0,3060.0,3464.5,495.5,1629.0,851.0,2098.0,1401.5,674.5,821.5,15.5,10.5,6.0,710.5,2.0,376.0,198.5,284.0,373.0,145.0,299.5,6.5,100.5,129.0,55.5,64.5,15.5,14.5,1.0,3.5,101.5,1.5,11.5,0.0,4.0
26103,1729.0,85.5,41.5,74.5,399.5,162.0,133.0,59.0,78.0,43.5,48.5,60.5,12.0,10.0,10.5,11.0,2.5,2.5,2.0,4090.0,3060.0,41040.0,3862.5,1202.0,2107.5,1257.0,1939.5,2223.0,1449.0,894.5,18.0,15.5,7.0,1028.5,3.0,268.5,255.5,316.5,428.5,213.0,304.0,11.5,87.5,133.5,64.5,126.0,14.0,25.0,1.0,1.5,123.5,1.0,14.5,0.0,4.5
26104,2224.5,122.0,55.5,121.5,629.5,240.5,191.5,87.5,149.0,70.5,92.0,102.5,25.0,7.5,10.5,14.0,2.5,3.0,2.5,3099.5,3464.5,3862.5,20807.0,1112.5,3807.0,1942.0,5843.5,3142.0,2033.0,2408.5,35.5,16.5,12.5,1571.0,3.0,988.5,474.5,823.0,1115.5,293.5,411.5,7.0,262.0,231.0,167.5,122.0,25.5,24.0,1.0,4.0,176.5,0.5,32.0,0.5,6.5
26105,819.0,42.5,25.0,45.5,213.0,95.0,84.0,40.5,43.0,25.0,27.5,34.0,7.0,4.5,6.5,8.5,4.0,2.0,2.5,504.5,495.5,1202.0,1112.5,6339.0,1201.0,738.0,735.0,1738.5,1063.0,425.5,4.0,5.5,3.5,660.5,2.0,154.0,181.0,196.0,213.5,160.0,137.5,1.5,47.0,86.0,27.5,58.5,13.5,7.5,0.0,2.5,56.5,0.5,3.0,0.0,2.0
26106,2747.0,138.0,73.5,160.0,879.0,287.5,262.5,102.0,188.5,80.0,115.5,125.5,34.0,13.0,15.5,16.0,6.5,3.5,9.0,1804.5,1629.0,2107.5,3807.0,1201.0,15436.0,2974.5,3915.0,3281.5,1661.0,2299.0,18.0,11.0,14.0,1814.5,3.0,876.5,648.5,946.5,1196.0,297.5,460.0,5.5,199.5,273.5,197.0,125.0,34.5,43.5,2.5,7.5,197.5,1.0,30.5,0.0,2.5
26107,1958.5,108.5,33.0,123.5,594.0,215.5,219.5,74.5,140.5,53.0,60.5,73.5,18.0,4.0,15.0,19.0,2.5,6.5,2.0,1089.5,851.0,1257.0,1942.0,738.0,2974.5,21018.0,3140.0,5131.5,1360.5,2787.5,26.5,17.5,15.5,1875.5,2.5,777.0,667.5,1787.0,1542.0,382.0,442.0,3.5,169.5,223.0,249.5,264.0,31.0,49.0,0.5,3.0,191.5,1.5,22.0,0.0,2.0
26108,1008.0,93.5,40.0,74.5,366.5,128.0,113.0,55.5,96.0,47.5,41.0,73.0,12.5,7.5,12.0,10.0,3.0,2.5,3.0,2686.5,2098.0,1939.5,5843.5,735.0,3915.0,3140.0,40585.0,2290.0,1023.5,3811.5,31.0,21.5,17.5,784.5,5.5,1235.5,261.5,874.5,999.0,186.0,238.5,11.5,540.0,86.5,168.5,185.5,15.0,18.5,0.0,0.5,69.5,2.0,54.5,0.0,3.0
26109,1972.5,120.5,47.5,103.5,623.5,225.5,206.0,87.5,124.0,60.5,51.0,82.0,24.0,14.0,21.5,13.0,4.5,2.5,9.0,1264.5,1401.5,2223.0,3142.0,1738.5,3281.5,5131.5,2290.0,55758.0,3241.5,1661.0,38.0,20.0,10.0,7141.5,4.5,553.5,1504.0,1185.0,1917.0,1472.5,1051.0,11.0,155.5,452.0,304.5,1552.0,90.0,188.0,2.0,10.0,378.5,3.0,17.0,0.0,4.5
26110,2900.0,141.0,61.0,123.0,738.0,229.5,202.0,89.0,134.5,84.0,81.0,90.0,31.5,13.5,23.0,16.5,3.5,4.0,5.5,727.5,674.5,1449.0,2033.0,1063.0,1661.0,1360.5,1023.5,3241.5,24544.0,446.5,13.0,10.5,7.0,1151.5,3.5,160.0,208.5,196.0,314.5,126.0,154.5,2.5,57.0,72.0,40.5,174.0,9.5,29.0,0.5,1.0,33.0,0.0,10.5,0.5,1.5
26111,486.5,34.0,9.5,21.0,200.0,48.5,48.5,16.0,28.5,14.5,15.0,14.5,3.5,2.0,3.5,4.0,2.0,0.5,0.5,837.0,821.5,894.5,2408.5,425.5,2299.0,2787.5,3811.5,1661.0,446.5,25854.0,20.5,12.5,14.0,402.0,0.5,946.0,132.0,1780.0,1726.5,132.0,115.5,5.0,196.0,39.5,253.0,179.5,6.5,11.0,0.0,0.5,39.5,0.5,23.5,0.5,2.0
26201,21.5,1.5,1.5,2.5,7.5,2.5,1.0,1.5,1.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,15.5,18.0,35.5,4.0,18.0,26.5,31.0,38.0,13.0,20.5,34770.0,996.0,3005.5,15.0,230.0,74.0,5.0,6.5,6.0,5.0,8.5,186.5,89.0,7.0,4.0,3.0,0.5,0.0,0.0,0.0,4.5,0.0,177.0,2.5,355.5
26202,11.5,5.0,2.0,3.0,6.5,3.5,1.5,0.5,4.0,0.5,7.0,1.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,15.0,10.5,15.5,16.5,5.5,11.0,17.5,21.5,20.0,10.5,12.5,996.0,36272.0,1265.5,13.0,399.0,26.5,1.0,4.0,6.0,1.0,5.0,125.5,28.0,3.0,2.0,3.5,0.0,0.0,0.0,0.0,2.0,0.0,23.0,5.0,130.0
26203,7.0,2.0,0.0,3.5,4.5,4.0,3.5,2.0,2.5,3.0,0.5,2.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.5,6.0,7.0,12.5,3.5,14.0,15.5,17.5,10.0,7.0,14.0,3005.5,1265.5,11522.0,5.0,49.0,69.0,2.0,5.5,4.5,1.0,1.0,33.5,94.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,205.5,0.5,36.0
26204,804.0,70.0,15.5,35.0,343.5,84.5,96.0,68.5,46.0,33.5,18.5,31.5,3.0,6.0,6.5,5.0,2.5,3.5,3.0,592.5,710.5,1028.5,1571.0,660.5,1814.5,1875.5,784.5,7141.5,1151.5,402.0,15.0,13.0,5.0,40022.0,1.5,160.5,3673.0,263.0,445.5,986.5,1387.5,5.0,68.0,755.5,79.5,2508.5,155.0,627.0,4.5,27.0,372.0,5.0,9.5,0.0,1.0
26205,4.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,2.0,3.0,3.0,2.0,3.0,2.5,5.5,4.5,3.5,0.5,230.0,399.0,49.0,1.5,5307.0,1.5,1.0,1.0,2.0,0.5,2.0,637.0,4.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,106.5,1343.0
26206,170.5,15.0,5.5,9.0,80.0,20.5,16.5,11.5,12.0,3.5,2.5,7.0,1.0,3.0,1.0,2.0,0.0,0.5,0.5,329.0,376.0,268.5,988.5,154.0,876.5,777.0,1235.5,553.5,160.0,946.0,74.0,26.5,69.0,160.5,1.5,24293.0,45.0,239.0,299.5,49.5,45.5,9.0,2661.0,13.0,47.0,68.5,2.5,2.0,0.0,0.5,11.0,0.0,333.0,0.0,2.0
26207,212.0,14.5,1.0,5.5,92.0,23.0,31.0,19.0,15.5,8.5,5.0,5.5,1.0,1.5,0.5,0.5,3.0,0.0,0.5,180.0,198.5,255.5,474.5,181.0,648.5,667.5,261.5,1504.0,208.5,132.0,5.0,1.0,2.0,3673.0,1.0,45.0,14007.0,84.0,145.5,491.0,1475.5,3.5,20.5,659.0,37.0,1153.0,268.0,401.5,4.5,29.0,340.0,16.0,2.0,0.0,2.0
26208,273.5,26.5,6.5,25.5,123.0,34.5,29.5,15.0,32.0,7.0,5.5,12.5,6.0,0.0,5.5,2.5,0.5,0.5,1.0,299.5,284.0,316.5,823.0,196.0,946.5,1787.0,874.5,1185.0,196.0,1780.0,6.5,4.0,5.5,263.0,1.0,239.0,84.0,8284.0,1734.0,105.0,71.5,2.5,61.0,18.5,215.5,111.5,4.0,7.0,0.0,0.0,19.5,0.0,8.0,0.0,1.0
26209,511.0,50.5,8.0,64.5,262.0,97.5,78.5,21.0,92.0,17.0,6.0,32.5,3.5,3.0,10.0,3.5,0.0,1.0,0.5,421.5,373.0,428.5,1115.5,213.5,1196.0,1542.0,999.0,1917.0,314.5,1726.5,6.0,6.0,4.5,445.5,2.0,299.5,145.5,1734.0,17454.0,223.0,138.5,3.5,74.0,41.5,973.0,187.5,6.5,13.0,0.5,1.0,38.5,0.0,11.0,0.0,1.0
26210,105.5,12.0,2.5,2.5,53.0,12.5,17.5,9.5,10.0,4.5,1.0,3.0,0.5,0.5,2.5,2.0,0.0,0.0,0.0,144.0,145.0,213.0,293.5,160.0,297.5,382.0,186.0,1472.5,126.0,132.0,5.0,1.0,1.0,986.5,0.5,49.5,491.0,105.0,223.0,12777.0,1195.0,2.0,16.0,185.5,90.0,715.5,46.5,58.5,1.0,4.5,120.0,1.5,4.0,0.0,0.5
26211,236.0,25.5,9.0,18.0,111.0,45.5,32.5,28.0,19.0,8.0,7.0,19.0,3.5,4.0,3.5,3.5,1.0,0.5,0.5,208.5,299.5,304.0,411.5,137.5,460.0,442.0,238.5,1051.0,154.5,115.5,8.5,5.0,1.0,1387.5,2.0,45.5,1475.5,71.5,138.5,1195.0,16184.0,3.0,20.5,1077.5,31.0,468.0,323.5,321.5,8.5,31.5,968.0,13.0,2.0,0.0,1.0
26212,5.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.5,11.5,7.0,1.5,5.5,3.5,11.5,11.0,2.5,5.0,186.5,125.5,33.5,5.0,637.0,9.0,3.5,2.5,3.5,2.0,3.0,20891.0,8.0,1.5,0.5,2.0,0.0,0.0,0.0,0.0,1.5,0.0,3.5,33.0,1029.0
26213,74.5,8.0,2.0,6.5,18.5,5.0,8.5,6.5,5.0,4.0,2.5,7.0,0.5,0.5,0.5,2.5,0.5,0.0,0.5,109.5,100.5,87.5,262.0,47.0,199.5,169.5,540.0,155.5,57.0,196.0,89.0,28.0,94.0,68.0,4.5,2661.0,20.5,61.0,74.0,16.0,20.5,8.0,10163.0,7.5,10.5,10.5,1.0,1.0,0.0,0.0,3.5,0.0,824.5,0.0,1.5
26214,92.0,9.0,2.0,5.0,62.5,6.0,11.5,24.5,11.0,2.5,0.5,3.0,2.5,0.5,1.0,1.5,0.0,0.0,0.5,93.0,129.0,133.5,231.0,86.0,273.5,223.0,86.5,452.0,72.0,39.5,7.0,3.0,1.5,755.5,0.5,13.0,659.0,18.5,41.5,185.5,1077.5,1.5,7.5,15129.0,6.5,156.5,205.5,100.5,89.0,225.5,1603.0,86.0,0.5,0.0,0.5
26303,70.0,6.0,1.0,6.5,31.5,8.5,9.0,0.5,6.5,5.0,1.0,2.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,58.5,55.5,64.5,167.5,27.5,197.0,249.5,168.5,304.5,40.5,253.0,4.0,2.0,0.5,79.5,0.0,47.0,37.0,215.5,973.0,90.0,31.0,0.5,10.5,6.5,2480.0,56.0,3.0,3.0,0.0,0.0,2.5,0.0,1.5,0.0,0.0
26322,170.0,7.0,2.5,6.5,47.0,20.0,14.5,10.0,8.5,7.0,4.0,6.0,1.5,0.5,1.0,1.5,0.5,0.0,1.5,96.0,64.5,126.0,122.0,58.5,125.0,264.0,185.5,1552.0,174.0,179.5,3.0,3.5,1.0,2508.5,1.0,68.5,1153.0,111.5,187.5,715.5,468.0,2.0,10.5,156.5,56.0,3691.0,49.5,87.5,2.5,5.0,116.5,2.0,4.0,0.0,0.5
26343,15.0,1.0,0.0,1.5,5.0,1.0,5.0,3.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,10.5,15.5,14.0,25.5,13.5,34.5,31.0,15.0,90.0,9.5,6.5,0.5,0.0,0.0,155.0,0.0,2.5,268.0,4.0,6.5,46.5,323.5,0.0,1.0,205.5,3.0,49.5,1153.0,58.5,3.0,10.0,80.5,1.0,0.5,0.0,0.0
26344,85.5,2.5,0.0,1.0,18.5,8.5,7.5,24.5,2.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.5,25.0,24.0,7.5,43.5,49.0,18.5,188.0,29.0,11.0,0.0,0.0,1.0,627.0,0.0,2.0,401.5,7.0,13.0,58.5,321.5,0.0,1.0,100.5,3.0,87.5,58.5,2230.0,1.0,22.5,63.0,1.0,0.5,0.0,0.0
26364,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.5,0.5,0.0,2.0,0.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,0.5,1.0,8.5,0.0,0.0,89.0,0.0,2.5,3.0,1.0,167.0,14.5,11.5,14.5,0.0,0.0,0.0
26365,4.5,0.0,0.0,0.0,1.5,0.0,0.0,8.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,1.5,4.0,2.5,7.5,3.0,0.5,10.0,1.0,0.5,0.0,0.0,0.0,27.0,0.0,0.5,29.0,0.0,1.0,4.5,31.5,0.0,0.0,225.5,0.0,5.0,10.0,22.5,14.5,557.0,36.0,9.5,0.5,0.0,0.0
26366,58.5,12.0,0.0,3.5,36.5,8.0,5.0,10.5,10.5,2.0,0.5,1.0,1.0,1.5,1.5,0.5,0.0,0.0,0.5,70.5,101.5,123.5,176.5,56.5,197.5,191.5,69.5,378.5,33.0,39.5,4.5,2.0,1.0,372.0,0.5,11.0,340.0,19.5,38.5,120.0,968.0,1.5,3.5,1603.0,2.5,116.5,80.5,63.0,11.5,36.0,6331.0,21.0,0.0,0.0,0.0
26367,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.0,0.5,0.5,1.0,1.5,2.0,3.0,0.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,1.5,13.0,0.0,0.0,86.0,0.0,2.0,1.0,1.0,14.5,9.5,21.0,342.0,0.0,0.0,0.0
26407,7.5,0.0,0.0,0.0,2.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.5,14.5,32.0,3.0,30.5,22.0,54.5,17.0,10.5,23.5,177.0,23.0,205.5,9.5,2.0,333.0,2.0,8.0,11.0,4.0,2.0,3.5,824.5,0.5,1.5,4.0,0.5,0.5,0.0,0.5,0.0,0.0,3854.0,0.0,2.0
26463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5,5.0,0.5,0.0,106.5,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,90.0
26465,1.5,1.0,0.0,0.0,2.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.0,4.5,6.5,2.0,2.5,2.0,3.0,4.5,1.5,2.0,355.5,130.0,36.0,1.0,1343.0,2.0,2.0,1.0,1.0,0.5,1.0,1029.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,5782.0
