,25201,25202,25203,25204,25206,25207,25208,25209,25210,25211,25212,25213,25214,25383,25384,25425,25441,25442,25443,26101,26102,26103,26104,26105,26106,26107,26108,26109,26110,26111,26201,26202,26203,26204,26205,26206,26207,26208,26209,26210,26211,26212,26213,26214,26303,26322,26343,26344,26364,26365,26366,26367,26407,26463,26465
25201,100676.0,1046.0,389.5,1193.5,11197.5,3614.5,3264.5,1234.0,1669.5,957.0,1499.0,835.5,208.5,115.5,218.0,111.5,30.5,31.0,32.5,844.5,927.0,1729.0,2224.5,819.0,2747.0,1958.5,1008.0,1972.5,2900.0,486.5,21.5,11.5,7.0,804.0,4.0,170.5,212.0,273.5,511.0,105.5,236.0,5.0,74.5,92.0,70.0,170.0,15.0,85.5,0.5,4.5,58.5,1.0,7.5,0.0,1.5
25202,1046.0,41338.0,2973.0,1618.5,820.5,529.5,340.0,173.0,502.5,144.5,33.0,3390.5,2240.0,176.5,174.0,1681.5,817.5,886.5,1590.5,76.5,66.5,85.5,122.0,42.5,138.0,108.5,93.5,120.5,141.0,34.0,1.5,5.0,2.0,70.0,1.0,15.0,14.5,26.5,50.5,12.0,25.5,0.5,8.0,9.0,6.0,7.0,1.0,2.5,0.0,0.0,12.0,0.0,0.0,0.0,1.0
25203,389.5,2973.0,50582.0,230.5,215.5,118.5,73.0,32.0,81.0,18.0,299.5,371.0,4884.5,19.5,20.5,107.5,42.0,56.5,127.0,59.0,28.0,41.5,55.5,25.0,73.5,33.0,40.0,47.5,61.0,9.5,1.5,2.0,0.0,15.5,0.0,5.5,1.0,6.5,8.0,2.5,9.0,1.0,2.0,2.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25204,1193.5,1618.5,230.5,22124.0,1064.5,1218.5,673.5,479.5,2062.5,582.0,18.0,4715.5,147.0,554.0,1350.5,520.5,118.0,76.0,67.5,69.5,61.0,74.5,121.5,45.5,160.0,123.5,74.5,103.5,123.0,21.0,2.5,3.0,3.5,35.0,0.0,9.0,5.5,25.5,64.5,2.5,18.0,1.0,6.5,5.0,6.5,6.5,1.5,1.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0
25206,11197.5,820.5,215.5,1064.5,38307.0,3645.0,5476.0,1201.5,1759.5,1392.5,105.0,629.0,134.5,101.5,215.5,83.0,19.5,21.0,24.0,266.0,271.0,399.5,629.5,213.0,879.0,594.0,366.5,623.5,738.0,200.0,7.5,6.5,4.5,343.5,0.5,80.0,92.0,123.0,262.0,53.0,111.0,1.0,18.5,62.5,31.5,47.0,5.0,18.5,0.0,1.5,36.5,1.0,2.0,0.0,2.5
25207,3614.5,529.5,118.5,1218.5,3645.0,21600.0,3035.0,548.0,2998.0,820.5,127.0,575.5,66.0,92.5,326.0,73.5,11.5,11.5,16.5,125.5,106.0,162.0,240.5,95.0,287.5,215.5,128.0,225.5,229.5,48.5,2.5,3.5,4.0,84.5,0.0,20.5,23.0,34.5,97.5,12.5,45.5,0.0,5.0,6.0,8.5,20.0,1.0,8.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0
25208,3264.5,340.0,73.0,673.5,5476.0,3035.0,17406.0,953.0,1358.0,1693.0,47.0,457.5,45.0,95.5,232.0,57.0,13.5,15.5,15.5,96.5,79.0,133.0,191.5,84.0,262.5,219.5,113.0,206.0,202.0,48.5,1.0,1.5,3.5,96.0,0.0,16.5,31.0,29.5,78.5,17.5,32.5,0.0,8.5,11.5,9.0,14.5,5.0,7.5,0.0,0.0,5.0,0.0,1.0,0.0,0.0
25209,1234.0,173.0,32.0,479.5,1201.5,548.0,953.0,33205.0,421.0,3970.5,10.0,1238.0,18.0,1374.5,496.5,59.5,6.0,14.5,11.0,64.5,35.0,59.0,87.5,40.5,102.0,74.5,55.5,87.5,89.0,16.0,1.5,0.5,2.0,68.5,0.5,11.5,19.0,15.0,21.0,9.5,28.0,1.0,6.5,24.5,0.5,10.0,3.5,24.5,0.5,8.5,10.5,7.0,0.5,0.0,0.5
25210,1669.5,502.5,81.0,2062.5,1759.5,2998.0,1358.0,421.0,12256.0,938.5,31.5,896.5,70.0,122.5,719.5,102.0,26.5,20.0,13.5,72.0,55.0,78.0,149.0,43.0,188.5,140.5,96.0,124.0,134.5,28.5,1.0,4.0,2.5,46.0,0.0,12.0,15.5,32.0,92.0,10.0,19.0,0.5,5.0,11.0,6.5,8.5,0.0,2.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
